;train_losses;val_losses;f1_train_score_epoch;f1_val_score_epoch
0;1.4619851449915215;1.3663999538917047;0.29693360508718575;0.32474499481785957
1;1.2246204262055256;1.1755796005199481;0.4565515685230971;0.5835711539226136
2;0.9961451602428303;0.9275596877197166;0.6259294791674449;0.6943013590070922
3;0.8501867145615152;0.7794434807517312;0.6784638757935225;0.7243729366121457
4;0.7555793326884581;0.6806720379111054;0.7438249182402911;0.7768051355133334
5;0.6951201428137144;0.6052696658419324;0.749066948655427;0.7904071829051176
6;0.6300804480194948;0.5572846558961001;0.7749260325034135;0.8098449433796235
7;0.5746902998527732;0.5738409266069338;0.8023204031026813;0.808863655552495
8;0.5714578595561065;0.5758872868178727;0.8217390863642964;0.7953614651862287
9;0.5889314849557092;0.5743670780937393;0.7931043878072994;0.8097950034267462
10;0.5857349503709592;0.5713930130004883;0.803188261854621;0.8131034054576685
11;0.5956940535028549;0.5675326407729805;0.7985083128602534;0.8138663641235715
12;0.5819634639993735;0.5698187896957645;0.8128308167840147;0.8138728255967593
13;0.572084397926284;0.5753045236909544;0.794637036115275;0.7991718058378985
14;0.5826223480497753;0.5700626617128198;0.796605505946167;0.8018921271041407
15;0.5577956211576625;0.5714869247628497;0.8155214124156837;0.8087448160183831
16;0.5826274288486328;0.5731562422467517;0.801148545700947;0.8140249465957481
17;0.5794145897018705;0.5637232955400046;0.7991764919318656;0.8073440169628547
18;0.5707217411019144;0.5638675325876706;0.8104675431682339;0.8114679843744582
19;0.5811975579420855;0.5739189177364498;0.8075193948690531;0.8152025417752806
20;0.6090765150219953;0.5684596509128422;0.7752779979994304;0.8123742417026782
21;0.5702712997078798;0.5686686155083892;0.811739749021858;0.8141827009134226
22;0.5753079587313292;0.5703714822793936;0.7965681194084265;0.807418734989107
23;0.5823230890843614;0.5709051335012758;0.8034228927837915;0.8097745019766119
24;0.58950358265488;0.5670364839690072;0.7941235469535132;0.8185319314784425
